filename|mods.accessCondition#text|mods.accessCondition@type|mods.accessCondition@xlink:href|mods.identifier#text|mods.identifier@type|mods.language.languageTerm#text|mods.language.languageTerm@authority|mods.language.languageTerm@type|mods.location.physicalLocation.0#text|mods.location.physicalLocation.0@displayLabel|mods.location.physicalLocation.1#text|mods.location.physicalLocation.1@displayLabel|mods.location.physicalLocation.2#text|mods.location.physicalLocation.2@displayLabel|mods.location.physicalLocation.3#text|mods.location.physicalLocation.3@displayLabel|mods.location.physicalLocation.4#text|mods.location.physicalLocation.4@displayLabel|mods.name.0.role.roleTerm#text|mods.name.0.role.roleTerm@authority|mods.name.0.role.roleTerm@valueURI|mods.name.0namePart|mods.name.1.role.roleTerm#text|mods.name.1.role.roleTerm@authority|mods.name.1.role.roleTerm@valueURI|mods.name.1namePart|mods.name.2.role.roleTerm#text|mods.name.2.role.roleTerm@authority|mods.name.2.role.roleTerm@valueURI|mods.name.2namePart|mods.name.role.roleTerm#text|mods.name.role.roleTerm@authority|mods.name.role.roleTerm@valueURI|mods.namenamePart|mods.note#text|mods.note.0#text|mods.note.0@displayLabel|mods.note.1#text|mods.note.1@displayLabel|mods.note@displayLabel|mods.originInfo.dateIssued#text|mods.originInfo.dateIssued@encoding|mods.originInfo.dateIssued@keyDate|mods.originInfo.dateIssued@qualifier|mods.originInfopublisher|mods.physicalDescriptionextent|mods.recordInfo.languageOfCataloging.languageTerm#text|mods.recordInfo.languageOfCataloging.languageTerm@authority|mods.recordInfo.languageOfCataloging.languageTerm@type|mods.recordInfo.recordContentSource#text|mods.recordInfo.recordContentSource@valueURI|mods.relatedItem.0.part.extent@unit|mods.relatedItem.0.part.extentlist|mods.relatedItem.0.titleInfopartNumber|mods.relatedItem.0.titleInfotitle|mods.relatedItem.0@displayLabel|mods.relatedItem.0@type|mods.relatedItem.1.titleInfotitle|mods.relatedItem.1@displayLabel|mods.relatedItem.1@type|mods.subject.0@authority|mods.subject.0temporal|mods.subject.1@authority|mods.subject.1topic|mods.subject.2@authority|mods.subject.2topic|mods.subject.3@authority|mods.subject.3topic|mods.subject.4@authority|mods.subject.4topic|mods.tableOfContents#text|mods.tableOfContents@displayLabel|mods.titleInfotitle|mods@version|mods@xmlns|mods@xmlns:xlink|mods@xmlns:xsi|mods@xsi:schemaLocation|modsgenre|modstypeOfResource
arrow_183.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr6530269_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 1|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1949-03|w3cdtf|yes|    |Pi Beta Phi Fraternity|Page 268|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Page 268|Volume 65, Number 3|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Arrow craft.|local|Staff.|local|Weaving.|    |    |    |    |Mr. Kear, Gatlinburg, Weaving a Pi Phi Broom|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Photo|text
arrow_6.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr2850621_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 35, Folder 10|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Mary WallihanGibson|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Emma H.Turner|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Anna J.Branson|    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1912-10|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 621-629|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 621-629|Volume 28, Number 5|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|local|Living conditions.|local|Education.|local|Funding.|local|Government.|Report of Committee on Settlement School; Report of the Treasurer of the Settlement School Committee|Table Of Contents|Reports of Committees|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Report|text
arrow_88.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr4430631_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 37, Folder 12|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Blanche CharltonCurtis|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|EvelynBishop|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Lois F.Stoolman|    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1928-02|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 631-640|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 631-640|Volume 44, Number 3|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Staff.|local|Holidays.|local|Funding.|local|Facilities.|Christmas at Little Pigeon; The New Building; Prof. James M. White; How to Make Money for the Settlement School|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_197.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr6930253_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 5|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Virginia BrackettGreen|Arrow Articles|    |    |    |    |Project Part|1953-03|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 253-254|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 253-254|Volume 69, Number 3|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Arrowcraft.|local|Staff.|    |    |    |    |    |    |News From Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_236.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr7910047_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 15|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Sarah WildGordon|Arrow Articles|    |    |    |    |Project Part|Fall 1962|    |yes|approximate|Pi Beta Phi Fraternity|Page 47|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Page 47|Volume 79, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Weaving.|local|Facilities.|local|Staff.|    |    |New Weaving Studio Is Dedicated|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_222.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr7540259_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 11|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Lois SnyderFinger|Arrow Articles|    |    |    |    |Project Part|Summer 1959|    |yes|approximate|Pi Beta Phi Fraternity|Pages 259-260|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 259-260|Volume 75, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Founders.|local|People.|local|Living conditions.|local|Facilities.|    |    |News From Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_223.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr7610029_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 12|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Virginia BrackettGreen|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Marion W. Mueller|    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|Fall 1959|    |yes|approximate|Pi Beta Phi Fraternity|Pages 28-37|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 28-37|Volume 76, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Funding.|local|Healthcare.|local|Arrowcraft.|local|Facilities.|Settlement School Committee; Settlement School Director|Table Of Contents|Committee Reports|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Report|text
arrow_237.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr7910059_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 15|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Arrowcraft Manager Needed advertisement on previous page|Additional Information|Arrow Articles|Project Part|    |Fall  1962|    |yes|approximate|Pi Beta Phi Fraternity|Page 59|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Page 59|Volume 79, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Staff.|    |    |    |    |    |    |Vermont a Charter Member; Settlement School Pioneer; Teacher and Journalist|Table Of Contents|In Tribute Mary Orenda Pollard|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_196.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr6920169_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 5|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Virginia BrackettGreen|Arrow Articles|    |    |    |    |Project Part|1952-12|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 168-169|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 168-169|Volume 69, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Health care.|local|Community outreach.|local|Education.|    |    |    |    |News From Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_7.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr2910061_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 35, Folder 11|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Elizabeth A.Helmick|Arrow Articles|    |    |    |    |Project Part|1912-11|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 60-69|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 60-69|Volume 29, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|local|Living conditions.|local|Planning.|local|Community.|    |    |    |    |Our Settlement School|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Report|text
arrow_182.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr6520205_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 1|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Harriet GoodsellRauch|Arrow Articles|    |    |    |    |Project Part|1948-12|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 205-207|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 205-207|Volume 65, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Health care.|    |    |    |    |    |    |The New Health Center|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_89.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr4440859_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 37, Folder 12|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Blanche CharltonCurtis|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|WinogeneRedding|    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1928-05|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 859-872|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 859-872|Volume 44, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Facilties.|local|Tourism.|local|Weaving.|local|Land.|Mr. Turner's Gift; Great Smoky Mountain Park; Weaving at Gatlinburg|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_62.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr3930455_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 37, Folder 2|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Sarah PomeroyRugg|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|HelenChew|    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1923-03|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 454-459|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 454-459|Volume 39, Number 3|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|local|School children.|local|Extracurricular activities.|    |    |    |    |Tales of Classroom and Playground|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_169.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr6220173_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 39, Folder 14|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Eugenia BrooksSmith|Arrow Articles|    |    |    |    |Project Part|1945-12|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 172-176|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 172-176|Volume 62, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Summer craft workshop.|local|Handicraft.|local|Arrowcraft.|    |    |Melinda O. Wadley; Summer School and Workshop at Gatlinburg; Summer School and Workshop at Gatlinburg; The Dedication of the Emma Harper Turner Craft Center; An Arrowcraft Chair Goes to England|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_76.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr4210059_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 37, Folder 7|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Nita HillStark|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Evelyn Bishop|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Lois F.Stoolman|    |    |    |    |    |Comprehensive, detailed report by Evelyn Bishop makes up the majority of this section|Additional Information|Arrow Articles|Project Part|    |1925-10|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 58-79|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 58-79|Volume 42, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|local|Funding.|local|Staff.|local|Curriculum.|local|Handicraft.|Report of Chairman of Settlement School Committee; Report of Treasurer of Settlement School|Table Of Contents|Settlement School Reports|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Report|text
arrow_155.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5820159_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 39, Folder 10|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Ethel HoganCopp|Arrow Articles|    |    |    |    |Project Part|1941-12|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 158-159|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 158-159|Volume 58, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Philanthropy.|local|Education.|    |    |    |    |    |    |Think on These Things|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Essay|text
arrow_141.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5530959_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 39, Folder 6|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Jeffries Green Pace|Arrow Articles|    |    |    |    |Project Part|1939-02|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 959-962|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 959-962|Volume 55, Number 3|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Promotion.|local|Handicraft.|local|Tourism.|    |    |    |    |News From Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_157.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5840397_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 39, Folder 10|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1942-05|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 397|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 397|Volume 58, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|War.|local|Philanthropy.|    |    |    |    |    |    |War Emergency Finds Settlement School On The Alert|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Essay|text
arrow_48.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr3640455_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 36, Folder 11|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Mrs. Helmick|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Mrs.Richardson|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|MissLangmaid|    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1920-06|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 455-465|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 455-465|Volume 36, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|local|Planning.|local|Facilties.|local|Curriculum.|    |    |    |    |A Brief History of the Settlement School|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|History|text
arrow_143.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5541089_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 39, Folder 6|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Jeffries Green Pace|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|MarjorieChalmers, R.N.|    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1939-05|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 1088-1090|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 1088-1090|Volume 55, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Music.|local|Southern Appalachian culture.|local|Handicraft.|local|Health care.|Mountain Musings|Table Of Contents|News From Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
